NO;REFERRAL_RETURNED;POS_OFFERED;VAC_LOCATION;HIRED_DATE;SERIES
984;24/06/2005;24/06/2005;Springfield, IL;07/08/2005 00.00;1102F
985;08/09/2005;24/06/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
986;08/09/2005;24/06/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
987;08/09/2005;24/06/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
988;08/09/2005;24/06/2005;Fort Snelling, MN;07/08/2005 00.00;1102F
989;08/09/2005;24/06/2005;Fort Snelling, MN;07/08/2005 00.00;1102F
990;08/09/2005;24/06/2005;Fort Snelling, MN;07/08/2005 00.00;1102F
991;08/09/2005;24/06/2005;Springfield, IL;07/08/2005 00.00;1102F
992;08/09/2005;24/06/2005;Springfield, IL;07/08/2005 00.00;1102F
993;08/09/2005;24/06/2005;Springfield, IL;07/08/2005 00.00;1102F
994;27/06/2005;27/06/2005;Houlton, ME;07/08/2005 00.00;0809A
995;27/06/2005;27/06/2005;Houlton, ME;07/08/2005 00.00;0809A
996;27/06/2005;27/06/2005;Throughout Vermont, VT;07/08/2005 00.00;0809A
997;27/06/2005;27/06/2005;Throughout Vermont, VT;07/08/2005 00.00;0809A
998;12/07/2005;12/07/2005;Washington DC Metro Area, DC;07/08/2005 00.00;1101AU
999;12/07/2005;12/07/2005;Washington DC Metro Area, DC;07/08/2005 00.00;1101AU
1000;12/07/2005;12/07/2005;Washington DC Metro Area, DC;07/08/2005 00.00;1101AU
1001;12/07/2005;12/07/2005;Washington DC Metro Area, DC;07/08/2005 00.00;1101AU
1002;12/07/2005;12/07/2005;Washington DC Metro Area, DC;07/08/2005 00.00;1101AU
1003;12/07/2005;12/07/2005;Washington DC Metro Area, DC;07/08/2005 00.00;1101AU
1004;11/07/2005;13/07/2005;Washington DC Metro Area, DC;07/08/2005 00.00;2210S
1005;21/07/2005;19/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1006;21/07/2005;19/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1007;21/07/2005;19/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1008;21/07/2005;19/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1009;21/07/2005;19/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1010;21/07/2005;19/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1011;21/07/2005;21/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1012;21/07/2005;21/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1013;21/07/2005;21/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1014;21/07/2005;21/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1015;21/07/2005;21/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1016;21/07/2005;21/07/2005;Chicago Metro Area, IL;07/08/2005 00.00;1102F
1017;21/07/2005;21/07/2005;Atlanta, GA;07/08/2005 00.00;1101H
1018;18/07/2005;25/07/2005;Alexandria, VA;07/08/2005 00.00;2210B
1019;18/07/2005;25/07/2005;Alexandria, VA;07/08/2005 00.00;2210B
1020;18/07/2005;25/07/2005;Alexandria, VA;07/08/2005 00.00;1102A
1021;25/07/2005;25/07/2005;Alexandria, VA;07/08/2005 00.00;1102A
1022;25/07/2005;25/07/2005;Alexandria, VA;07/08/2005 00.00;1102A
1023;25/07/2005;25/07/2005;Fort Worth, TX;07/08/2005 00.00;560
1024;28/07/2005;28/07/2005;Philadelphia Metro Area, PA;07/08/2005 00.00;1008A
1025;29/07/2005;29/07/2005;Kansas City Metro Area, MO;07/08/2005 00.00;1102E
1026;29/07/2005;29/07/2005;Kansas City Metro Area, MO;07/08/2005 00.00;1102E
1027;29/07/2005;29/07/2005;Kansas City Metro Area, MO;07/08/2005 00.00;1102E
1028;29/07/2005;29/07/2005;Kansas City Metro Area, MO;07/08/2005 00.00;1102E
1029;29/07/2005;29/07/2005;Kansas City Metro Area, MO;07/08/2005 00.00;1102E
1030;29/07/2005;29/07/2005;Kansas City Metro Area, MO;07/08/2005 00.00;1102E
1031;29/07/2005;01/08/2005;St Louis Metro Area, MO;07/08/2005 00.00;560
1032;01/08/2005;01/08/2005;Auburn, WA;07/08/2005 00.00;1101B
1033;01/08/2005;01/08/2005;Scranton, PA;07/08/2005 00.00;1106A
1034;01/08/2005;01/08/2005;Scranton, PA;07/08/2005 00.00;1101E
1035;02/08/2005;02/08/2005;Washington DC Metro Area, DC;07/08/2005 00.00;1102A
1036;02/08/2005;03/08/2005;Auburn, WA;07/08/2005 00.00;2150A
1037;02/08/2005;03/08/2005;Auburn, WA;07/08/2005 00.00;2150A
1038;02/08/2005;04/08/2005;Auburn, WA;07/08/2005 00.00;2150A
1039;03/08/2005;04/08/2005;Fort Worth, TX;07/08/2005 00.00;0501B
1040;03/08/2005;04/08/2005;Kansas City Metro Area, MO;07/08/2005 00.00;0501B
1041;03/08/2005;04/08/2005;Philadelphia Metro Area, PA;07/08/2005 00.00;0501B
1042;03/08/2005;05/08/2005;Fort Worth, TX;07/08/2005 00.00;0501B
1043;03/08/2005;05/08/2005;Kansas City Metro Area, MO;07/08/2005 00.00;0501B
1044;03/08/2005;05/08/2005;Philadelphia Metro Area, PA;07/08/2005 00.00;0501B
1045;27/06/2005;29/06/2005;Washington DC Metro Area, DC;08/08/2005 00.00;560
1046;29/06/2005;29/06/2005;Washington DC Metro Area, DC;08/08/2005 00.00;560
1047;23/07/2005;12/07/2005;Indianapolis Metro Area, IN;08/08/2005 00.00;0808A
1048;23/07/2005;12/07/2005;Springfield, IL;08/08/2005 00.00;0808A
1049;03/08/2005;03/08/2005;Boston Metro Area, MA;15/08/2005 00.00;1170A
1050;03/08/2005;03/08/2005;Boston Metro Area, MA;15/08/2005 00.00;1170A
1051;03/08/2005;03/08/2005;Boston Metro Area, MA;15/08/2005 00.00;1170A
1052;03/08/2005;03/08/2005;Boston Metro Area, MA;15/08/2005 00.00;1170A
1053;22/06/2005;22/06/2005;Washington DC Metro Area, DC;21/08/2005 00.00;1102F
1054;21/07/2005;21/07/2005;Chicago Metro Area, IL;21/08/2005 00.00;1102F
1055;21/07/2005;21/07/2005;Chicago Metro Area, IL;21/08/2005 00.00;1102F
1056;27/07/2005;27/07/2005;Washington DC Metro Area, DC;21/08/2005 00.00;0343J
1057;21/07/2005;28/07/2005;Denver [Includes Lakewood], CO;21/08/2005 00.00;1102F
1058;21/07/2005;28/07/2005;Denver [Includes Lakewood], CO;21/08/2005 00.00;1102F
1059;29/07/2005;29/07/2005;Fort Worth, TX;21/08/2005 00.00;0301F
1060;29/07/2005;29/07/2005;Fort Worth, TX;21/08/2005 00.00;0301F
1061;29/07/2005;29/07/2005;Fort Worth, TX;21/08/2005 00.00;0301F
1062;29/07/2005;29/07/2005;Fort Worth, TX;21/08/2005 00.00;0301F
1063;29/07/2005;29/07/2005;Fort Worth, TX;21/08/2005 00.00;0301F
1064;29/07/2005;29/07/2005;Fort Worth, TX;21/08/2005 00.00;0301F
1065;29/07/2005;29/07/2005;Fort Worth, TX;21/08/2005 00.00;0301F
1066;29/07/2005;29/07/2005;Fort Worth, TX;21/08/2005 00.00;0301F
1067;14/07/2005;01/08/2005;Fort Worth, TX;21/08/2005 00.00;1670A
1068;02/08/2005;03/08/2005;Los Angeles County, CA;21/08/2005 00.00;0343B
1069;28/07/2005;05/08/2005;Alexandria & Arlington & Falls Church [Includes Ft. Myer & Rosslyn VA], VA;21/08/2005 00.00;1102G
1070;28/07/2005;05/08/2005;Alexandria & Arlington & Falls Church [Includes Ft. Myer & Rosslyn VA], VA;21/08/2005 00.00;1102G
1071;05/08/2005;08/08/2005;Fort Worth, TX;21/08/2005 00.00;2150A
1072;07/08/2005;08/08/2005;Concord, NH;21/08/2005 00.00;1176Z
1073;07/08/2005;08/08/2005;Concord, NH;21/08/2005 00.00;1176Z
1074;07/08/2005;08/08/2005;Concord, NH;21/08/2005 00.00;1176Z
1075;07/08/2005;08/08/2005;Concord, NH;21/08/2005 00.00;1176Z
1076;07/08/2005;08/08/2005;Concord, NH;21/08/2005 00.00;1176Z
1077;07/08/2005;08/08/2005;Concord, NH;21/08/2005 00.00;1176Z
1078;07/08/2005;08/08/2005;Concord, NH;21/08/2005 00.00;1176Z
1079;07/08/2005;08/08/2005;Concord, NH;21/08/2005 00.00;1176Z
1080;09/08/2005;09/08/2005;Cleveland Metro Area, OH;21/08/2005 00.00;0802A
1081;11/08/2005;11/08/2005;Kansas City Metro Area, MO;21/08/2005 00.00;1102A
1082;11/08/2005;11/08/2005;Kansas City Metro Area, MO;21/08/2005 00.00;1102A
1083;11/08/2005;11/08/2005;Kansas City Metro Area, MO;21/08/2005 00.00;1102A
1084;11/08/2005;11/08/2005;Kansas City Metro Area, MO;21/08/2005 00.00;1102A
1085;23/08/2005;11/08/2005;Kansas City Metro Area, MO;21/08/2005 00.00;1102A
1086;23/08/2005;11/08/2005;Kansas City Metro Area, MO;21/08/2005 00.00;1102A
1087;11/08/2005;12/08/2005;Fort Worth, TX;21/08/2005 00.00;0201B
1088;12/08/2005;12/08/2005;Washington DC Metro Area, DC;21/08/2005 00.00;0856A
1089;12/08/2005;12/08/2005;Washington DC Metro Area, DC;21/08/2005 00.00;0856A
1090;12/08/2005;12/08/2005;Washington DC Metro Area, DC;21/08/2005 00.00;0856A
1091;12/08/2005;12/08/2005;Washington DC Metro Area, DC;21/08/2005 00.00;0856A
1092;12/08/2005;12/08/2005;Washington DC Metro Area, DC;21/08/2005 00.00;0856A
1093;17/08/2005;17/08/2005;Fairfax, VA;21/08/2005 00.00;0343A
1094;20/07/2005;18/08/2005;Kansas City Metro Area, MO;21/08/2005 00.00;2001A
1095;20/07/2005;18/08/2005;Kansas City Metro Area, MO;21/08/2005 00.00;2001A
1096;18/08/2005;18/08/2005;Chicago Metro Area, IL;21/08/2005 00.00;1102J
1097;18/08/2005;18/08/2005;Chicago Metro Area, IL;21/08/2005 00.00;1102J
1098;18/08/2005;19/08/2005;San Diego County, CA;21/08/2005 00.00;1102G
1099;21/06/2005;23/06/2005;Kansas City Metro Area, MO;22/08/2005 00.00;0800E
1100;23/06/2005;20/07/2005;Auburn, WA;22/08/2005 00.00;1176Z
1101;23/06/2005;20/07/2005;Auburn, WA;22/08/2005 00.00;1176Z
1102;20/07/2005;20/07/2005;Auburn, WA;22/08/2005 00.00;1176Z
1103;20/07/2005;20/07/2005;Auburn, WA;22/08/2005 00.00;1176Z
1104;15/07/2005;23/07/2005;Chicago Metro Area, IL;22/08/2005 00.00;0028B
1105;05/08/2005;10/08/2005;Washington DC Metro Area, DC;22/08/2005 00.00;0318A
1106;14/07/2005;14/07/2005;Boston Metro Area, MA;29/08/2005 00.00;0800F
1107;14/07/2005;14/07/2005;Boston Metro Area, MA;29/08/2005 00.00;0800F
1108;14/07/2005;14/07/2005;Boston Metro Area, MA;29/08/2005 00.00;0800F
1109;14/07/2005;14/07/2005;Boston Metro Area, MA;29/08/2005 00.00;0800F
1110;27/06/2005;30/06/2005;Throughout Korea, OP;04/09/2005 00.00;1102A
1111;27/06/2005;30/06/2005;Throughout Korea, OP;04/09/2005 00.00;1102A
1112;08/07/2005;11/07/2005;Heidelberg & Stuttgard & Southern Germany, OA;04/09/2005 00.00;2003A
1113;18/07/2005;25/07/2005;Alexandria, VA;04/09/2005 00.00;2210B
1114;18/07/2005;25/07/2005;Alexandria, VA;04/09/2005 00.00;1102A
1115;18/07/2005;25/07/2005;Alexandria, VA;04/09/2005 00.00;1102A
1116;25/07/2005;25/07/2005;Alexandria, VA;04/09/2005 00.00;1102A
1117;25/07/2005;25/07/2005;Alexandria, VA;04/09/2005 00.00;1102A
1118;25/07/2005;25/07/2005;Alexandria, VA;04/09/2005 00.00;1102A
1119;25/07/2005;25/07/2005;Alexandria, VA;04/09/2005 00.00;1102A
1120;09/08/2005;09/08/2005;Washington DC Metro Area, DC;04/09/2005 00.00;0343C
1121;11/08/2005;11/08/2005;Washington DC Metro Area, DC;04/09/2005 00.00;1101E
1122;11/08/2005;11/08/2005;Washington DC Metro Area, DC;04/09/2005 00.00;0301P
1123;12/08/2005;12/08/2005;Washington DC Metro Area, DC;04/09/2005 00.00;0856A
1124;18/08/2005;18/08/2005;Fairfax, VA;04/09/2005 00.00;1102A
1125;18/08/2005;22/08/2005;Fairfax, VA;04/09/2005 00.00;1102A
1126;23/08/2005;23/08/2005;Phoenix, AZ;04/09/2005 00.00;1170A
1127;25/08/2005;25/08/2005;Fort Worth, TX;04/09/2005 00.00;0301AU
1128;25/08/2005;25/08/2005;Honolulu & Manoa & Fort Ruger & Fort Derussy & Diamond Head, HI;04/09/2005 00.00;1170A
1129;07/08/2005;08/08/2005;Concord, NH;06/09/2005 00.00;1176Z
1130;11/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1131;11/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1132;11/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1133;11/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1134;11/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1135;11/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1136;11/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1137;11/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1138;23/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1139;23/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1140;23/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1141;23/08/2005;11/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;1102A
1142;20/07/2005;18/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;2001A
1143;20/07/2005;18/08/2005;Kansas City Metro Area, MO;06/09/2005 00.00;2001A
1144;26/07/2005;19/08/2005;New York City, NY;06/09/2005 00.00;0301CK
1145;22/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1146;22/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1147;22/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1148;22/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1149;22/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1150;22/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1151;24/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1152;24/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1153;24/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1154;24/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1155;24/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1156;24/08/2005;23/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1157;22/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1158;22/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1159;22/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1160;22/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1161;22/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1162;22/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1163;24/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1164;24/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1165;24/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1166;24/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1167;24/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1168;24/08/2005;24/08/2005;Atlanta, GA;06/09/2005 00.00;0301BX
1169;03/08/2005;03/08/2005;Boston Metro Area, MA;08/09/2005 00.00;1170A
1170;03/08/2005;03/08/2005;Boston Metro Area, MA;08/09/2005 00.00;1170A
1171;11/08/2005;11/08/2005;Fairfax, VA;18/09/2005 00.00;1102A
1172;11/08/2005;11/08/2005;Fairfax, VA;18/09/2005 00.00;1102A
1173;11/08/2005;12/08/2005;Tyler, TX;18/09/2005 00.00;0809A
1174;12/08/2005;15/08/2005;Fort Worth, TX;18/09/2005 00.00;1170A
1175;19/08/2005;22/08/2005;San Francisco County, CA;18/09/2005 00.00;1170E
1176;11/08/2005;23/08/2005;Kansas City Metro Area, MO;18/09/2005 00.00;1102A
1177;11/08/2005;23/08/2005;Kansas City Metro Area, MO;18/09/2005 00.00;1102A
1178;11/08/2005;23/08/2005;Kansas City Metro Area, MO;18/09/2005 00.00;1102A
1179;11/08/2005;23/08/2005;Kansas City Metro Area, MO;18/09/2005 00.00;1102A
1180;23/08/2005;23/08/2005;Kansas City Metro Area, MO;18/09/2005 00.00;1102A
1181;23/08/2005;23/08/2005;Kansas City Metro Area, MO;18/09/2005 00.00;1102A
1182;24/08/2005;24/08/2005;Arlington, VA;18/09/2005 00.00;1102G
1183;22/08/2005;25/08/2005;Washington DC Metro Area, DC;18/09/2005 00.00;0301DV
1184;23/08/2005;25/08/2005;Washington DC Metro Area, DC;18/09/2005 00.00;0301DV
1185;26/08/2005;26/08/2005;Chicago Metro Area, IL;18/09/2005 00.00;0201U
1186;26/08/2005;26/08/2005;Chicago Metro Area, IL;18/09/2005 00.00;0201U
1187;01/07/2005;08/09/2005;Kansas City Metro Area, MO;18/09/2005 00.00;2005B
1188;01/07/2005;08/09/2005;Kansas City Metro Area, MO;18/09/2005 00.00;2005B
1189;01/07/2005;08/09/2005;Kansas City Metro Area, MO;18/09/2005 00.00;2005B
1190;01/07/2005;08/09/2005;Kansas City Metro Area, MO;18/09/2005 00.00;2005B
1191;01/07/2005;08/09/2005;Kansas City Metro Area, MO;18/09/2005 00.00;2005B
1192;01/07/2005;08/09/2005;Kansas City Metro Area, MO;18/09/2005 00.00;2005B
1193;01/07/2005;08/09/2005;Kansas City Metro Area, MO;18/09/2005 00.00;2005B
1194;15/08/2005;08/09/2005;Auburn, WA;18/09/2005 00.00;1102F
1195;15/08/2005;08/09/2005;Auburn, WA;18/09/2005 00.00;1102F
1196;23/08/2005;08/09/2005;Auburn, WA;18/09/2005 00.00;1102F
1197;23/08/2005;08/09/2005;Auburn, WA;18/09/2005 00.00;1102F
1198;08/09/2005;09/09/2005;Kansas City Metro Area, MO;18/09/2005 00.00;560
1199;09/09/2005;09/09/2005;Boston Metro Area, MA;18/09/2005 00.00;1102A
1200;01/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1201;01/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1202;01/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1203;01/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1204;01/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1205;01/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1206;01/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1207;01/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1208;01/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1209;01/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1210;01/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1211;01/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1212;01/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1213;01/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1214;01/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1215;01/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1216;01/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1217;01/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1218;01/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1219;01/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1220;01/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1221;01/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1222;01/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1223;01/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1224;01/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1225;01/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1226;01/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1227;01/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1228;01/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1229;01/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1230;01/07/2005;12/09/2005;Minneapolis, MN;18/09/2005 00.00;1102F
1231;01/07/2005;12/09/2005;Minneapolis, MN;18/09/2005 00.00;1102F
1232;01/07/2005;12/09/2005;Minneapolis, MN;18/09/2005 00.00;1102F
1233;01/07/2005;12/09/2005;Minneapolis, MN;18/09/2005 00.00;1102F
1234;01/07/2005;12/09/2005;Minneapolis, MN;18/09/2005 00.00;1102F
1235;01/07/2005;12/09/2005;Minneapolis, MN;18/09/2005 00.00;1102F
1236;01/07/2005;12/09/2005;Minneapolis, MN;18/09/2005 00.00;1102F
1237;01/07/2005;12/09/2005;Minneapolis, MN;18/09/2005 00.00;1102F
1238;01/07/2005;12/09/2005;Minneapolis, MN;18/09/2005 00.00;1102F
1239;01/07/2005;12/09/2005;Minneapolis, MN;18/09/2005 00.00;1102F
1240;01/07/2005;12/09/2005;Springfield, IL;18/09/2005 00.00;1102F
1241;01/07/2005;12/09/2005;Springfield, IL;18/09/2005 00.00;1102F
1242;01/07/2005;12/09/2005;Springfield, IL;18/09/2005 00.00;1102F
1243;01/07/2005;12/09/2005;Springfield, IL;18/09/2005 00.00;1102F
1244;01/07/2005;12/09/2005;Springfield, IL;18/09/2005 00.00;1102F
1245;01/07/2005;12/09/2005;Springfield, IL;18/09/2005 00.00;1102F
1246;01/07/2005;12/09/2005;Springfield, IL;18/09/2005 00.00;1102F
1247;01/07/2005;12/09/2005;Springfield, IL;18/09/2005 00.00;1102F
1248;01/07/2005;12/09/2005;Springfield, IL;18/09/2005 00.00;1102F
1249;01/07/2005;12/09/2005;Springfield, IL;18/09/2005 00.00;1102F
1250;14/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1251;14/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1252;14/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1253;14/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1254;14/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1255;14/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1256;14/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1257;14/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1258;14/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1259;14/07/2005;12/09/2005;Chicago Metro Area, IL;18/09/2005 00.00;1102F
1260;14/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1261;14/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1262;14/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1263;14/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1264;14/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1265;14/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1266;14/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1267;14/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1268;14/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1269;14/07/2005;12/09/2005;Cleveland Metro Area, OH;18/09/2005 00.00;1102F
1270;14/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1271;14/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1272;14/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1273;14/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1274;14/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1275;14/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1276;14/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1277;14/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1278;14/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
1279;14/07/2005;12/09/2005;Detroit Metro Area, MI;18/09/2005 00.00;1102F
